,ano,nivel_1,nivel_2,nivel_3,nivel_4,nivel_5,nivel_6,tipo_emissao,gas,atividade_economica,produto,emissao
242132,2002,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR4,PROD_COMB,,276369.67
242133,2003,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR4,PROD_COMB,,476184.06
242134,2004,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR4,PROD_COMB,,459046.3
242135,2005,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR4,PROD_COMB,,489090.16
242136,2006,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR4,PROD_COMB,,224277.43
242137,2007,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR4,PROD_COMB,,314110.85
242138,2008,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR4,PROD_COMB,,470922.35
242139,2009,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR4,PROD_COMB,,503886.92
242140,2010,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR4,PROD_COMB,,2801544.0
242141,2011,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR4,PROD_COMB,,2903222.2
242142,2012,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR4,PROD_COMB,,3657110.0
242143,2013,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR4,PROD_COMB,,4021074.9
242144,2014,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR4,PROD_COMB,,4671908.7
242145,2015,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR4,PROD_COMB,,4122237.6
242146,2016,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR4,PROD_COMB,,3001893.8
242147,2017,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR4,PROD_COMB,,2758391.8
242148,2018,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR4,PROD_COMB,,2595185.8
242149,2019,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR4,PROD_COMB,,2793315.5
242150,1970,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,172885.14
242151,1971,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,164905.83
242152,1972,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,183524.23
242153,1973,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,351089.82
242154,1974,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,388326.62
242155,1975,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,433542.73
242156,1976,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,446841.59
242157,1977,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,470779.53
242158,1978,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,492057.7
242159,1979,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,563871.53
242160,1980,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,765708.73
242161,1981,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,732831.11
242162,1982,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,971650.76
242163,1983,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,1153943.0
242164,1984,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,935179.3
242165,1985,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,1092716.2
242166,1986,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,1178440.6
242167,1987,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,1067268.2
242168,1988,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,1257913.3
242169,1989,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,1197151.3
242170,1990,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,1330168.1
242171,1991,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,1393837.6
242172,1992,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,1555911.7
242173,1993,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,1018365.8
242174,1994,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,761748.44
242175,1995,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,456508.81
242176,1996,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,529442.18
242177,1997,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,569960.71
242178,1998,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,655263.35
242179,1999,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,744308.74
242180,2000,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,784053.33
242181,2001,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,800156.0
242182,2002,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,276369.67
242183,2003,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,476184.06
242184,2004,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,459046.3
242185,2005,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,489090.16
242186,2006,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,224277.43
242187,2007,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,314110.85
242188,2008,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,470922.35
242189,2009,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,503886.92
242190,2010,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,2801544.0
242191,2011,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,2903222.2
242192,2012,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,3657110.0
242193,2013,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,4021074.9
242194,2014,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,4671908.7
242195,2015,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,4122237.6
242196,2016,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,3001893.8
242197,2017,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,2758391.8
242198,2018,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,2595185.8
242199,2019,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GTP-AR5,PROD_COMB,,2793315.5
242200,1970,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,172885.14
242201,1971,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,164905.83
242202,1972,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,183524.23
242203,1973,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,351089.82
242204,1974,Energia,Emissões pela Queima de Combustíveis,Produção de Combustíveis,Exploração de petróleo e gás natural,Diesel de petróleo,Consumo Final Energético,Emissão,CO2e (t) GWP-AR2,PROD_COMB,,388326.62
